drugbank_id	smpdb-id	name	drugs (placeholder)enzymes (placeholder to uniprot_id	
DB00001	SMP00278	Lepirudin Action Pathway	
DB00171	SMP00541	Carnitine palmitoyl transferase deficiency (II)	
DB00171	SMP00548	Mitochondrial complex II deficiency	
DB00171	SMP00553	Glycogenosis, Type III. Cori disease, Debrancher glycogenosis	
DB00171	SMP00555	Glycogenosis, Type VI. Hers disease	
DB00171	SMP00560	Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)	
DB00171	SMP00572	Fanconi-bickel syndrome	
DB00171	SMP00574	Glycogenosis, Type IC	
DB00171	SMP00031	Pentose Phosphate Pathway	
DB00171	SMP00027	Pantothenate and CoA Biosynthesis	
DB00171	SMP00185	Glutaric Aciduria Type I	
DB00171	SMP00128	Gluconeogenesis	
DB00171	SMP00347	Metachromatic Leukodystrophy (MLD)	
DB00171	SMP00327	Phenytoin (Antiarrhythmic) Action Pathway	
DB00171	SMP00422	Imipramine Action Pathway	
DB00171	SMP00525	Fabry disease	
DB00171	SMP00542	Medium chain acyl-coa dehydrogenase deficiency (MCAD)	
DB00171	SMP00549	2-ketoglutarate dehydrogenase complex deficiency	
DB00171	SMP00556	Mucopolysaccharidosis VI. Sly syndrome	
DB00171	SMP00573	Glycogenosis, Type IB	
DB00171	SMP00482	Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids	
DB00171	SMP00374	Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	
DB00171	SMP00408	Methadone Action Pathway	
DB00171	SMP00495	Galactosemia II (GALK)	
DB00171	SMP00532	Sulfite oxidase deficiency	
DB00171	SMP00539	Long chain acyl-CoA dehydrogenase deficiency (LCAD)	
DB00171	SMP00546	Congenital lactic acidosis	
DB00171	SMP00551	Pyruvate dehydrogenase deficiency (E2)	
DB00171	SMP00563	Triosephosphate isomerase	
DB00171	SMP00601	Etoposide Metabolism Pathway	
DB00171	SMP00635	Valproic Acid Metabolism Pathway	
DB00171	SMP00652	Mycophenolic Acid Metabolism Pathway	
DB00171	SMP00450	Phytanic Acid Peroxisomal Oxidation	
DB00171	SMP00519	Ribose-5-phosphate isomerase deficiency	
DB00171	SMP00496	Galactosemia III	
DB00171	SMP00540	Very-long-chain acyl coa dehydrogenase deficiency (VLCAD)	
DB00171	SMP00547	Fumarase deficiency	
DB00171	SMP00552	Glycogen synthetase deficiency	
DB00171	SMP00554	Glycogenosis, Type IV. Amylopectinosis, Anderson disease	
DB00171	SMP00051	Fatty acid Metabolism	
DB00171	SMP00070	Riboflavin Metabolism	
DB00171	SMP00034	Sphingolipid Metabolism	
DB00171	SMP00058	Starch and Sucrose Metabolism	
DB00171	SMP00030	Oxidation of Branched Chain Fatty Acids	
DB00171	SMP00349	Gaucher Disease	
DB00171	SMP00520	Transaldolase deficiency	
DB00171	SMP00123	Betaine Metabolism	
DB00171	SMP00053	Folate Metabolism	
DB00171	SMP00044	Histidine Metabolism	
DB00171	SMP00023	Steroid Biosynthesis	
DB00171	SMP00236	Propionic Acidemia	
DB00171	SMP00140	3-Methylglutaconic Aciduria Type III	
DB00171	SMP00143	5-Oxoprolinuria	
DB00171	SMP00388	Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)	
DB00171	SMP00191	Histidinemia	
DB00171	SMP00095	Alendronate Action Pathway	
DB00171	SMP00016	Propanoate Metabolism	
DB00171	SMP00048	Nicotinate and Nicotinamide Metabolism	
DB00171	SMP00317	Familial Hypercholanemia (FHCA)	
DB00171	SMP00198	Malonic Aciduria	
DB00171	SMP00141	3-Methylglutaconic Aciduria Type IV	
DB00171	SMP00209	Hypercholesterolemia	
DB00171	SMP00099	Lovastatin Action Pathway	
DB00171	SMP00111	Cerivastatin Action Pathway	
DB00171	SMP00405	Codeine Action Pathway	
DB00171	SMP00431	Nicotine Action Pathway	
DB00171	SMP00502	Malonyl-coa decarboxylase deficiency	
DB00171	SMP00509	Hyper-IgD syndrome	
DB00171	SMP00521	3-hydroxyisobutyric acid dehydrogenase deficiency	
DB00171	SMP00524	Isovaleric acidemia	
DB00171	SMP00579	Congenital disorder of glycosylation CDG-IId	
DB00171	SMP00722	Cystinosis, ocular nonnephropathic	
DB00171	SMP00725	Fructose intolerance, hereditary	
DB00171	SMP00029	Selenoamino Acid Metabolism	
DB00171	SMP00073	Butyrate Metabolism	
DB00171	SMP00449	Ethanol Degradation	
DB00171	SMP00041	Sulfate/Sulfite Metabolism	
DB00171	SMP00235	Short Chain Acyl CoA Dehydrogenase Deficiency (SCAD Deficiency)	
DB00171	SMP00451	Refsum Disease	
DB00171	SMP00040	Glycolysis	
DB00171	SMP00355	Mitochondrial Electron Transport Chain	
DB00171	SMP00328	Lidocaine (Antiarrhythmic) Action Pathway	
DB00171	SMP00407	Heroin Action Pathway	
DB00171	SMP00526	Krabbe disease	
DB00171	SMP00531	Glycogenosis, Type VII. Tarui disease	
DB00171	SMP00538	Carnitine palmitoyl transferase deficiency (I)	
DB00171	SMP00545	Trifunctional protein deficiency	
DB00171	SMP00550	Pyruvate dehydrogenase deficiency (E3)	
DB00171	SMP00557	Sucrase-isomaltase deficiency	
DB00171	SMP00562	Fructose-1,6-diphosphatase deficiency	
DB00171	SMP00581	Glycogenosis, Type IA. Von gierke disease	
DB00171	SMP00518	Glucose-6-phosphate dehydrogenase deficiency	
DB00171	SMP00055	Alanine Metabolism	
DB00171	SMP00013	Cysteine Metabolism	
DB00171	SMP00064	Fructose and Mannose Degradation	
DB00171	SMP00445	Spermidine and Spermine Biosynthesis	
DB00171	SMP00444	Lactose Synthesis	
DB00171	SMP00032	Valine, Leucine and Isoleucine Degradation	
DB00171	SMP00138	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency	
DB00171	SMP00384	Methylmalonate Semialdehyde Dehydrogenase Deficiency	
DB00171	SMP00319	Lysosomal Acid Lipase Deficiency (Wolman Disease)	
DB00171	SMP00313	Lactic Acidemia	
DB00171	SMP00079	Ibandronate Action Pathway	
DB00171	SMP00089	Pravastatin Action Pathway	
DB00171	SMP00035	Bile Acid Biosynthesis	
DB00171	SMP00316	Zellweger Syndrome	
DB00171	SMP00201	Methylmalonic Aciduria Due to Cobalamin-Related Disorders	
DB00171	SMP00390	Tay-Sachs Disease	
DB00171	SMP00217	Sialuria or French Type Sialuria	
DB00171	SMP00112	Risedronate Action Pathway	
DB00171	SMP00510	Mevalonic aciduria	
DB00171	SMP00522	3-hydroxyisobutyric aciduria	
DB00171	SMP00561	Fructosuria	
DB00171	SMP00580	GLUT-1 deficiency syndrome	
DB00171	SMP00175	Canavan Disease	
DB00171	SMP00369	Tyrosinemia Type 2 (or Richner-Hanhart syndrome)	
DB00171	SMP00262	Clomocycline Action Pathway	
DB00171	SMP00248	Clarithromycin Action Pathway	
DB00171	SMP00255	Kanamycin Action Pathway	
DB00171	SMP00290	Demeclocycline Action Pathway	
DB00171	SMP00292	Minocycline Action Pathway	
DB00171	SMP00730	Troleandomycin Action Pathway	
DB00171	SMP00192	Hypoacetylaspartia	
DB00171	SMP00206	Phenylketonuria	
DB00171	SMP00370	Tyrosinemia Type 3 (TYRO3)	
DB00171	SMP00357	Argininemia	
DB00171	SMP00249	Clindamycin Action Pathway	
DB00171	SMP00256	Neomycin Action Pathway	
DB00171	SMP00291	Doxycycline Action Pathway	
DB00171	SMP00293	Oxytetracycline Action Pathway	
DB00171	SMP00711	Tobramycin Action Pathway	
DB00171	SMP00713	Arbekacin Action Pathway	
DB00171	SMP00726	Rolitetracycline Action Pathway	
DB00171	SMP00731	Josamycin Action Pathway	
DB00171	SMP00314	Congenital Bile Acid Synthesis Defect Type II	
DB00171	SMP00182	Galactosemia	
DB00171	SMP00119	Fluvastatin Action Pathway	
DB00171	SMP00424	Citalopram Action Pathway	
DB00171	SMP00500	5-oxoprolinase deficiency	
DB00171	SMP00534	G(M2)-Gangliosidosis: Variant B, Tay-sachs disease	
DB00171	SMP00720	27-Hydroxylase Deficiency	
DB00171	SMP00045	Amino Sugar Metabolism	
DB00171	SMP00350	Pyruvate Carboxylase Deficiency	
DB00171	SMP00173	Beta-Ketothiolase Deficiency	
DB00171	SMP00237	3-Methylcrotonyl Coa Carboxylase Deficiency Type I	
DB00171	SMP00238	Isovaleric Aciduria	
DB00171	SMP00387	CHILD Syndrome	
DB00171	SMP00216	Sialuria or French Type Sialuria	
DB00171	SMP00043	Galactose Metabolism	
DB00171	SMP00361	Hyperprolinemia Type I	
DB00171	SMP00341	Hypermethioninemia	
DB00171	SMP00063	Tryptophan Metabolism	
DB00171	SMP00172	Beta Ureidopropionase Deficiency	
DB00171	SMP00504	Creatine deficiency, guanidinoacetate methyltransferase deficiency	
DB00171	SMP00567	Succinic semialdehyde dehydrogenase deficiency	
DB00171	SMP00501	Gamma-glutamyl-transpeptidase deficiency	
DB00171	SMP00508	Cholesteryl ester storage disease	
DB00171	SMP00609	Mercaptopurine Metabolism Pathway	
DB00171	SMP00724	Folate malabsorption, hereditary	
DB00171	SMP00015	Glutathione Metabolism	
DB00171	SMP00137	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	
DB00171	SMP00139	3-Methylglutaconic Aciduria Type I	
DB00171	SMP00337	Glutathione Synthetase Deficiency	
DB00171	SMP00386	Desmosterolosis	
DB00171	SMP00240	Salla Disease/Infantile Sialic Acid Storage Disease	
DB00171	SMP00318	Congenital Bile Acid Synthesis Defect Type III	
DB00171	SMP00432	Methotrexate Action Pathway	
DB00171	SMP00107	Zoledronate Action Pathway	
DB00171	SMP00131	Atorvastatin Action Pathway	
DB00171	SMP00352	Primary Hyperoxaluria Type I	
DB00171	SMP00199	Maple Syrup Urine Disease	
DB00171	SMP00200	Methylmalonic Aciduria	
DB00171	SMP00389	Smith-Lemli-Opitz Syndrome (SLOS)	
DB00171	SMP00183	Gamma-Glutamyltransferase Deficiency	
DB00171	SMP00082	Simvastatin Action Pathway	
DB00171	SMP00092	Rosuvastatin Action Pathway	
DB00171	SMP00315	Cerebrotendinous Xanthomatosis (CTX)	
DB00171	SMP00117	Pamidronate Action Pathway	
DB00171	SMP00499	Beta-mercaptolactate-cysteine disulfiduria	
DB00171	SMP00511	Wolman disease	
DB00171	SMP00523	Isobutyryl-coa dehydrogenase deficiency	
DB00171	SMP00543	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB00171	SMP00033	Methionine Metabolism	
DB00171	SMP00208	Prolinemia Type II	
DB00171	SMP00214	S-Adenosylhomocysteine (SAH) Hydrolase Deficiency	
DB00171	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB00171	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB00171	SMP00505	Hyperornithinemia with gyrate atrophy (HOGA)	
DB00171	SMP00243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency	
DB00171	SMP00001	Citrullinemia Type I	
DB00171	SMP00251	Roxithromycin Action Pathway	
DB00171	SMP00253	Amikacin Action Pathway	
DB00171	SMP00258	Spectinomycin Action Pathway	
DB00171	SMP00295	Lymecycline Action Pathway	
DB00171	SMP00558	Primary hyperoxaluria II, PH2	
DB00171	SMP00654	Warburg Effect	
DB00171	SMP00728	Lincomycin Action Pathway	
DB00171	SMP00334	Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	
DB00171	SMP00203	Molybdenum Cofactor Deficiency	
DB00171	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB00171	SMP00244	Sarcosinemia	
DB00171	SMP00485	Hyperglycinemia, non-ketotic	
DB00171	SMP00536	Mitochondrial DNA depletion syndrome	
DB00171	SMP00067	Aspartate Metabolism	
DB00171	SMP00196	Leigh Syndrome	
DB00171	SMP00003	Argininosuccinic Aciduria	
DB00171	SMP00002	Carbamoyl Phosphate Synthetase Deficiency	
DB00171	SMP00250	Erythromycin Action Pathway	
DB00171	SMP00252	Telithromycin Action Pathway	
DB00171	SMP00257	Netilmicin Action Pathway	
DB00171	SMP00294	Tetracycline Action Pathway	
DB00171	SMP00712	Tigecycline Action Pathway	
DB00171	SMP00714	Paromomycin Action Pathway	
DB00171	SMP00727	Methacycline Action Pathway	
DB00171	SMP00247	Azithromycin Action Pathway	
DB00171	SMP00254	Gentamicin Action Pathway	
DB00171	SMP00259	Streptomycin Action Pathway	
DB00171	SMP00559	Pyruvate kinase deficiency	
DB00171	SMP00729	Chloramphenicol Action Pathway	
DB00171	SMP00009	Ammonia Recycling	
DB00171	SMP00008	Phenylalanine and Tyrosine Metabolism	
DB00171	SMP00060	Pyruvate Metabolism	
DB00171	SMP00212	Pyruvate Dehydrogenase Complex Deficiency	
DB00171	SMP00059	Urea Cycle	
DB00171	SMP00205	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	
DB00171	SMP00144	Adenosine Deaminase Deficiency	
DB00171	SMP00168	AICA-Ribosiduria	
DB00171	SMP00004	Glycine and Serine Metabolism	
DB00171	SMP00430	Thioguanine Action Pathway	
DB00171	SMP00429	Disulfiram Action Pathway	
DB00171	SMP00537	Myoadenylate deaminase deficiency	
DB00171	SMP00507	L-arginine:glycine amidinotransferase deficiency	
DB00171	SMP00570	Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type	
DB00171	SMP00020	Arginine and Proline Metabolism	
DB00171	SMP00362	Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)	
DB00171	SMP00363	Ornithine Aminotransferase Deficiency (OAT Deficiency)	
DB00171	SMP00340	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB00171	SMP00072	Glutamate Metabolism	
DB00171	SMP00339	Hyperinsulinism-Hyperammonemia Syndrome	
DB00171	SMP00136	2-Hydroxyglutric Aciduria (D And L Form)	
DB00171	SMP00207	Prolidase Deficiency (PD)	
DB00171	SMP00188	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)	
DB00171	SMP00222	Glycine N-methyltransferase Deficiency	
DB00171	SMP00046	Pyrimidine Metabolism	
DB00171	SMP00178	Dihydropyrimidinase Deficiency	
DB00171	SMP00506	Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]	
DB00171	SMP00385	Homocarnosinosis	
DB00171	SMP00360	Hyperprolinemia Type II	
DB00171	SMP00177	Cystathionine Beta-Synthase Deficiency	
DB00171	SMP00221	Methionine Adenosyltransferase Deficiency	
DB00171	SMP00242	Dimethylglycine Dehydrogenase Deficiency	
DB00171	SMP00428	Mercaptopurine Action Pathway	
DB00171	SMP00512	Xanthinuria type I	
DB00171	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB00171	SMP00050	Purine Metabolism	
DB00171	SMP00167	Adenylosuccinate Lyase Deficiency	
DB00171	SMP00223	Non Ketotic Hyperglycinemia	
DB00171	SMP00427	Azathioprine Action Pathway	
DB00171	SMP00484	Dimethylglycine Dehydrogenase Deficiency	
DB00171	SMP00513	Xanthinuria type II	
DB00171	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB00171	SMP00721	3-Phosphoglycerate dehydrogenase deficiency	
DB00171	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB00171	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB00171	SMP00179	Dihydropyrimidine Dehydrogenase Deficiency (DHPD)	
DB00172	SMP00262	Clomocycline Action Pathway	
DB00172	SMP00248	Clarithromycin Action Pathway	
DB00172	SMP00255	Kanamycin Action Pathway	
DB00172	SMP00290	Demeclocycline Action Pathway	
DB00172	SMP00292	Minocycline Action Pathway	
DB00172	SMP00730	Troleandomycin Action Pathway	
DB00172	SMP00247	Azithromycin Action Pathway	
DB00172	SMP00254	Gentamicin Action Pathway	
DB00172	SMP00259	Streptomycin Action Pathway	
DB00172	SMP00729	Chloramphenicol Action Pathway	
DB00172	SMP00251	Roxithromycin Action Pathway	
DB00172	SMP00253	Amikacin Action Pathway	
DB00172	SMP00258	Spectinomycin Action Pathway	
DB00172	SMP00295	Lymecycline Action Pathway	
DB00172	SMP00728	Lincomycin Action Pathway	
DB00172	SMP00249	Clindamycin Action Pathway	
DB00172	SMP00256	Neomycin Action Pathway	
DB00172	SMP00291	Doxycycline Action Pathway	
DB00172	SMP00293	Oxytetracycline Action Pathway	
DB00172	SMP00711	Tobramycin Action Pathway	
DB00172	SMP00713	Arbekacin Action Pathway	
DB00172	SMP00726	Rolitetracycline Action Pathway	
DB00172	SMP00731	Josamycin Action Pathway	
DB00172	SMP00250	Erythromycin Action Pathway	
DB00172	SMP00252	Telithromycin Action Pathway	
DB00172	SMP00257	Netilmicin Action Pathway	
DB00172	SMP00294	Tetracycline Action Pathway	
DB00172	SMP00712	Tigecycline Action Pathway	
DB00172	SMP00714	Paromomycin Action Pathway	
DB00172	SMP00727	Methacycline Action Pathway	
DB00172	SMP00361	Hyperprolinemia Type I	
DB00172	SMP00504	Creatine deficiency, guanidinoacetate methyltransferase deficiency	
DB00172	SMP00360	Hyperprolinemia Type II	
DB00172	SMP00208	Prolinemia Type II	
DB00172	SMP00505	Hyperornithinemia with gyrate atrophy (HOGA)	
DB00172	SMP00507	L-arginine:glycine amidinotransferase deficiency	
DB00172	SMP00020	Arginine and Proline Metabolism	
DB00172	SMP00362	Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency)	
DB00172	SMP00363	Ornithine Aminotransferase Deficiency (OAT Deficiency)	
DB00172	SMP00207	Prolidase Deficiency (PD)	
DB00172	SMP00188	Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency)	
DB00172	SMP00506	Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome]	
DB00173	SMP00203	Molybdenum Cofactor Deficiency	
DB00173	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB00173	SMP00536	Mitochondrial DNA depletion syndrome	
DB00173	SMP00428	Mercaptopurine Action Pathway	
DB00173	SMP00512	Xanthinuria type I	
DB00173	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB00173	SMP00144	Adenosine Deaminase Deficiency	
DB00173	SMP00168	AICA-Ribosiduria	
DB00173	SMP00430	Thioguanine Action Pathway	
DB00173	SMP00537	Myoadenylate deaminase deficiency	
DB00173	SMP00050	Purine Metabolism	
DB00173	SMP00167	Adenylosuccinate Lyase Deficiency	
DB00173	SMP00427	Azathioprine Action Pathway	
DB00173	SMP00513	Xanthinuria type II	
DB00173	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB00173	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB00173	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB00174	SMP00175	Canavan Disease	
DB00174	SMP00262	Clomocycline Action Pathway	
DB00174	SMP00248	Clarithromycin Action Pathway	
DB00174	SMP00255	Kanamycin Action Pathway	
DB00174	SMP00290	Demeclocycline Action Pathway	
DB00174	SMP00292	Minocycline Action Pathway	
DB00174	SMP00730	Troleandomycin Action Pathway	
DB00174	SMP00251	Roxithromycin Action Pathway	
DB00174	SMP00253	Amikacin Action Pathway	
DB00174	SMP00258	Spectinomycin Action Pathway	
DB00174	SMP00295	Lymecycline Action Pathway	
DB00174	SMP00728	Lincomycin Action Pathway	
DB00174	SMP00247	Azithromycin Action Pathway	
DB00174	SMP00254	Gentamicin Action Pathway	
DB00174	SMP00259	Streptomycin Action Pathway	
DB00174	SMP00729	Chloramphenicol Action Pathway	
DB00174	SMP00009	Ammonia Recycling	
DB00174	SMP00067	Aspartate Metabolism	
DB00174	SMP00250	Erythromycin Action Pathway	
DB00174	SMP00252	Telithromycin Action Pathway	
DB00174	SMP00257	Netilmicin Action Pathway	
DB00174	SMP00294	Tetracycline Action Pathway	
DB00174	SMP00712	Tigecycline Action Pathway	
DB00174	SMP00714	Paromomycin Action Pathway	
DB00174	SMP00727	Methacycline Action Pathway	
DB00174	SMP00192	Hypoacetylaspartia	
DB00174	SMP00249	Clindamycin Action Pathway	
DB00174	SMP00256	Neomycin Action Pathway	
DB00174	SMP00291	Doxycycline Action Pathway	
DB00174	SMP00293	Oxytetracycline Action Pathway	
DB00174	SMP00711	Tobramycin Action Pathway	
DB00174	SMP00713	Arbekacin Action Pathway	
DB00174	SMP00726	Rolitetracycline Action Pathway	
DB00174	SMP00731	Josamycin Action Pathway	
DB00175	SMP00089	Pravastatin Action Pathway	
DB00177	SMP00165	Valsartan Action Pathway	
DB00178	SMP00597	Ramipril Metabolism Pathway	
DB00178	SMP00154	Ramipril Action Pathway	
DB00184	SMP00628	Nicotine Metabolism Pathway	
DB00184	SMP00431	Nicotine Action Pathway	
DB00187	SMP00301	Esmolol Action Pathway	
DB00193	SMP00637	Tramadol Metabolism Pathway	
DB00193	SMP00671	Tramadol Action Action Pathway	
DB00195	SMP00299	Betaxolol Action Pathway	
DB00199	SMP00250	Erythromycin Action Pathway	
DB00201	SMP00028	Caffeine Metabolism	
DB00207	SMP00247	Azithromycin Action Pathway	
DB00208	SMP00611	Ticlopidine Metabolism Pathway	
DB00208	SMP00261	Ticlopidine Action Pathway	
DB00213	SMP00615	Pantoprazole Metabolism Pathway	
DB00213	SMP00228	Pantoprazole Action Pathway	
DB00214	SMP00118	Torsemide Action Pathway	
DB00215	SMP00627	Citalopram Metabolism Pathway	
DB00215	SMP00424	Citalopram Action Pathway	
DB00227	SMP00099	Lovastatin Action Pathway	
DB00232	SMP00081	Methyclothiazide Action Pathway	
DB00238	SMP00642	Nevirapine Metabolism Pathway	
DB00238	SMP00743	Nevirapine  Action Pathway	
DB00252	SMP00618	Fosphenytoin (Antiarrhythmic) Metabolism Pathway	
DB00252	SMP00326	Fosphenytoin (Antiarrhythmic) Action Pathway	
DB00252	SMP00327	Phenytoin (Antiarrhythmic) Action Pathway	
DB00254	SMP00291	Doxycycline Action Pathway	
DB00256	SMP00295	Lymecycline Action Pathway	
DB00264	SMP00302	Metoprolol Action Pathway	
DB00266	SMP00656	Dicoumarol Action Pathway	
DB00266	SMP00270	Dicumarol Action Pathway	
DB00270	SMP00378	Isradipine Action Pathway	
DB00272	SMP00736	Betazole Action Pathway	
DB00275	SMP00163	Olmesartan Action Pathway	
DB00277	SMP00028	Caffeine Metabolism	
DB00278	SMP00276	Argatroban Action Pathway	
DB00279	SMP00716	Thyroid hormone synthesis	
DB00280	SMP00325	Disopyramide Action Pathway	
DB00281	SMP00620	Lidocaine (Local Anaesthetic) Metabolism Pathway	
DB00281	SMP00398	Lidocaine (Local Anaesthetic) Action Pathway	
DB00281	SMP00328	Lidocaine (Antiarrhythmic) Action Pathway	
DB00282	SMP00117	Pamidronate Action Pathway	
DB00285	SMP00636	Venlafaxine Metabolism Pathway	
DB00295	SMP00622	Morphine Metabolism Pathway	
DB00295	SMP00623	Heroin Metabolism Pathway	
DB00295	SMP00621	Codeine Metabolism Pathway	
DB00295	SMP00406	Morphine Action Pathway	
DB00295	SMP00407	Heroin Action Pathway	
DB00295	SMP00405	Codeine Action Pathway	
DB00296	SMP00404	Ropivacaine Action Pathway	
DB00297	SMP00393	Bupivacaine Action Pathway	
DB00300	SMP00630	Tenofovir Metabolism Pathway	
DB00302	SMP00287	Tranexamic Acid Action Pathway	
DB00308	SMP00332	Ibutilide Action Pathway	
DB00309	SMP00438	Vindesine Action Pathway	
DB00310	SMP00122	Chlorthalidone Action Pathway	
DB00313	SMP00635	Valproic Acid Metabolism Pathway	
DB00316	SMP00640	Acetaminophen Metabolism Pathway	
DB00316	SMP00710	Acetaminophen  Action Pathway	
